Passenger ID,Gender_x,Age_x,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort_x,Leg Room Service_x,Cleanliness_x,Food and Drink_x,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling_x,Satisfaction_x,PassengerId,Gender_y,Age_y,Flight Class,Seat Comfort_y,Departure/Arrival Time Conv.,Food and Drink_y,Inflight Entertainment,Leg Room Service_y,Baggage Handling_y,Cleanliness_y,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction_y
413,Male,53,Returning,Business,Business,1822,0,0.0,1,4,3,2,4,1,3,1,3,1,1,2,1,2,Neutral or Dissatisfied,413,F,33,Economy,3,3,5,4,3,1,5,46,78,Unsatisfied
414,Male,51,Returning,Business,Business,3458,0,2.0,4,0,5,5,1,2,5,2,3,2,2,0,2,2,Satisfied,414,F,45,Economy,4,2,3,5,1,1,5,94,20,Neutral
415,Female,38,First-time,Business,Business,229,0,0.0,4,4,1,4,3,1,5,2,2,2,3,4,2,4,Neutral or Dissatisfied,415,F,56,Premium Economy,3,2,4,4,5,1,3,75,103,Neutral
416,Female,44,Returning,Business,Business,3915,0,0.0,2,2,3,3,2,4,2,3,4,5,4,1,4,1,Neutral or Dissatisfied,416,F,55,Economy,1,4,3,5,1,2,2,53,54,Neutral
417,Female,36,Returning,Business,Business,2474,0,0.0,1,1,5,5,1,5,4,5,5,3,5,1,5,4,Satisfied,417,F,73,Business,2,5,2,2,1,3,1,30,84,Unsatisfied
418,Female,48,Returning,Business,Business,270,0,5.0,5,5,5,5,5,5,5,5,4,4,5,5,5,5,Satisfied,418,F,18,Economy,5,1,1,2,1,5,3,14,97,Satisfied
419,Male,58,Returning,Business,Business,309,0,1.0,5,3,3,4,5,4,4,4,4,4,4,5,4,4,Satisfied,419,F,42,Premium Economy,3,4,4,5,4,3,5,73,26,Satisfied
420,Male,36,Returning,Business,Business,140,88,85.0,2,2,1,3,2,1,4,1,2,2,1,3,1,3,Neutral or Dissatisfied,420,M,49,Business,4,4,1,4,1,5,1,19,36,Satisfied
421,Female,25,First-time,Business,Business,312,0,0.0,0,4,4,4,4,3,4,2,4,4,5,3,4,4,Neutral or Dissatisfied,421,F,68,First Class,4,2,5,3,3,5,1,17,81,Unsatisfied
422,Male,42,Returning,Business,Business,3957,7,50.0,4,4,4,5,4,5,5,5,4,4,5,4,5,5,Satisfied,422,F,71,Premium Economy,5,5,3,4,2,2,3,56,4,Neutral
423,Female,30,First-time,Business,Business,270,0,0.0,2,2,5,2,1,5,2,3,2,2,5,1,2,5,Neutral or Dissatisfied,423,F,68,First Class,2,5,1,4,2,4,4,52,84,Unsatisfied
424,Female,51,Returning,Business,Business,3873,2,0.0,1,4,4,5,4,4,4,4,3,4,4,4,4,4,Satisfied,424,F,26,First Class,5,1,5,2,2,5,4,25,91,Satisfied
425,Male,59,Returning,Business,Business,3800,0,0.0,4,0,5,4,3,1,4,1,5,5,1,0,1,1,Satisfied,425,F,58,Business,1,3,2,4,1,2,1,14,48,Neutral
426,Female,39,Returning,Business,Business,1770,0,2.0,1,1,1,3,1,4,4,4,4,1,4,4,4,4,Neutral or Dissatisfied,426,F,52,Business,2,1,1,4,5,4,4,39,27,Neutral
427,Female,35,First-time,Business,Business,113,0,0.0,1,1,1,1,4,2,3,4,3,3,3,1,3,4,Neutral or Dissatisfied,427,F,78,Premium Economy,4,2,2,4,5,4,5,16,110,Satisfied
428,Female,40,Returning,Business,Business,1654,0,0.0,3,3,3,4,3,1,4,2,4,3,1,4,1,4,Neutral or Dissatisfied,428,F,76,First Class,1,4,5,3,4,4,3,12,12,Satisfied
429,Female,52,Returning,Personal,Business,309,6,16.0,5,2,3,5,5,2,4,2,4,2,2,2,2,2,Neutral or Dissatisfied,429,F,74,Business,3,5,2,3,1,1,5,1,42,Satisfied
430,Female,24,Returning,Personal,Business,140,74,76.0,5,3,1,3,3,1,2,1,2,2,4,3,2,1,Neutral or Dissatisfied,430,F,77,Business,4,3,2,1,1,4,1,47,38,Satisfied
431,Male,47,Returning,Personal,Business,102,0,0.0,2,0,4,4,3,1,4,0,4,5,1,1,1,1,Neutral or Dissatisfied,431,M,70,Economy,2,4,2,4,2,1,4,105,11,Neutral
432,Female,46,Returning,Personal,Business,247,0,0.0,5,2,4,4,3,1,5,2,4,3,1,2,1,1,Neutral or Dissatisfied,432,M,27,First Class,3,2,2,5,4,5,2,52,56,Unsatisfied
433,Male,63,Returning,Personal,Business,102,0,0.0,4,4,1,3,3,2,5,4,4,3,2,4,2,2,Neutral or Dissatisfied,433,F,27,Business,5,1,1,3,3,4,4,22,17,Satisfied
434,Female,27,Returning,Personal,Business,158,24,23.0,5,3,4,3,5,3,3,3,3,3,5,3,3,5,Neutral or Dissatisfied,434,M,28,Premium Economy,4,5,1,2,3,5,3,86,65,Neutral
435,Male,53,Returning,Personal,Business,134,80,71.0,2,2,4,3,3,2,3,2,3,5,2,2,2,2,Neutral or Dissatisfied,435,F,56,Economy,4,2,2,2,3,5,5,119,18,Unsatisfied
436,Female,60,Returning,Personal,Business,396,0,0.0,5,1,5,5,3,2,1,1,2,3,2,1,2,3,Neutral or Dissatisfied,436,M,74,Premium Economy,5,5,3,4,3,1,4,119,104,Neutral
437,Male,46,Returning,Personal,Business,134,0,0.0,4,3,3,5,2,5,5,3,5,4,5,3,5,5,Neutral or Dissatisfied,437,F,75,First Class,4,3,2,3,4,3,3,64,7,Satisfied
438,Female,63,Returning,Personal,Business,282,0,0.0,4,4,5,5,2,1,3,4,1,5,1,3,1,1,Neutral or Dissatisfied,438,M,28,Economy,1,3,2,5,2,5,3,38,84,Satisfied
439,Female,57,Returning,Personal,Business,134,6,7.0,3,4,4,3,2,2,5,4,4,3,2,4,2,4,Neutral or Dissatisfied,439,F,28,Economy,3,1,4,1,4,5,5,84,90,Neutral
440,Female,66,Returning,Personal,Business,396,0,0.0,5,4,3,5,4,1,5,4,3,4,1,1,1,1,Neutral or Dissatisfied,440,F,62,Premium Economy,5,5,3,5,5,1,1,6,69,Satisfied
441,Male,31,Returning,Personal,Business,229,0,0.0,5,5,4,5,4,3,5,2,5,5,5,5,5,4,Satisfied,441,M,29,Business,3,1,5,2,5,3,4,43,18,Unsatisfied
442,Female,14,Returning,Personal,Business,309,0,0.0,4,3,1,3,4,3,5,5,5,5,1,3,5,2,Neutral or Dissatisfied,442,M,66,First Class,1,1,3,1,5,1,2,82,4,Unsatisfied
443,Male,35,Returning,Personal,Business,247,0,0.0,4,0,5,4,2,3,4,0,5,4,3,1,3,3,Neutral or Dissatisfied,443,M,74,Business,3,1,2,5,2,1,2,80,107,Satisfied
444,Male,48,Returning,Personal,Business,247,27,32.0,5,5,4,5,1,3,4,5,4,3,3,5,3,3,Satisfied,444,F,70,Business,3,4,3,3,2,1,2,86,21,Neutral
445,Female,41,Returning,Business,Business,3060,0,0.0,4,4,4,4,4,5,5,5,4,4,5,4,5,5,Satisfied,445,M,64,Business,2,4,3,5,4,5,2,3,75,Unsatisfied
446,Male,46,Returning,Business,Business,2978,0,0.0,5,0,3,4,2,3,4,3,4,3,3,0,3,3,Satisfied,446,M,32,First Class,2,1,1,2,2,1,3,70,94,Neutral
447,Female,51,Returning,Business,Business,354,7,8.0,1,1,5,5,1,5,5,5,5,5,5,1,5,5,Satisfied,447,F,71,Economy,5,3,1,4,1,3,2,80,77,Satisfied
448,Male,48,Returning,Business,Business,2607,0,0.0,4,4,3,4,4,5,5,5,5,5,5,4,5,5,Satisfied,448,F,22,Economy,2,4,1,1,5,5,4,74,68,Satisfied
449,Male,42,First-time,Business,Business,282,0,0.0,4,4,5,4,3,5,3,3,3,3,4,4,3,5,Neutral or Dissatisfied,449,M,19,Premium Economy,4,4,3,4,4,2,2,6,25,Unsatisfied
450,Female,32,Returning,Business,Business,1804,0,0.0,2,2,3,5,2,5,4,2,5,5,4,2,5,4,Satisfied,450,M,43,Business,5,2,1,4,3,1,5,84,79,Neutral
451,Female,27,First-time,Business,Business,158,0,0.0,5,5,3,5,3,5,4,3,4,4,5,5,4,5,Satisfied,451,M,56,First Class,2,4,1,2,1,5,4,46,22,Neutral
452,Female,39,Returning,Business,Business,3409,0,0.0,4,0,4,5,4,1,5,1,3,4,1,0,1,1,Satisfied,452,F,57,Premium Economy,2,2,1,2,3,1,1,69,37,Neutral
453,Male,55,Returning,Business,Business,134,0,0.0,4,4,3,4,4,4,4,4,4,2,4,4,4,4,Satisfied,453,M,80,First Class,4,5,3,4,5,1,4,25,56,Satisfied
454,Male,59,Returning,Business,Business,312,26,18.0,1,1,3,4,1,5,4,5,5,2,5,1,5,5,Satisfied,454,F,79,Premium Economy,5,5,2,5,1,2,5,54,24,Satisfied
455,Male,47,Returning,Business,Business,3145,51,34.0,5,5,4,5,5,5,5,5,3,4,5,5,5,5,Satisfied,455,M,31,Premium Economy,1,3,4,2,1,2,3,81,58,Satisfied
456,Female,34,Returning,Business,Business,3310,1,1.0,5,5,4,5,5,5,5,5,3,2,5,5,5,5,Satisfied,456,F,72,Premium Economy,4,5,3,4,1,5,4,42,32,Unsatisfied
457,Female,48,Returning,Business,Business,3945,0,18.0,5,5,5,4,5,5,4,5,5,3,5,5,5,5,Satisfied,457,F,45,Premium Economy,5,5,4,1,2,4,1,24,24,Unsatisfied
458,Male,43,Returning,Business,Business,113,0,0.0,5,5,4,4,5,5,4,5,4,5,5,5,5,4,Satisfied,458,F,49,Premium Economy,1,1,2,5,3,5,1,23,16,Neutral
459,Male,59,Returning,Business,Business,134,0,10.0,1,1,3,4,1,4,4,4,5,2,4,1,4,5,Satisfied,459,M,43,Business,2,2,4,3,2,3,5,64,82,Satisfied
460,Female,38,Returning,Business,Business,1911,0,0.0,0,0,4,5,1,1,5,2,5,3,1,0,1,2,Satisfied,460,F,20,First Class,3,2,2,4,3,2,5,3,72,Neutral
461,Male,41,Returning,Business,Business,2227,0,0.0,3,3,4,5,3,4,5,4,4,5,4,3,4,4,Satisfied,461,M,63,Business,3,3,2,4,3,1,4,101,84,Satisfied
462,Female,53,Returning,Business,Business,102,0,1.0,1,1,4,5,1,4,5,4,3,2,4,1,4,4,Satisfied,462,F,74,First Class,1,3,4,3,4,3,4,40,60,Satisfied
463,Female,44,Returning,Business,Business,2500,22,12.0,1,1,5,4,1,5,4,5,3,3,5,1,5,5,Satisfied,463,F,44,Economy,3,2,1,2,2,2,1,31,5,Satisfied
464,Female,26,Returning,Business,Business,229,0,0.0,5,5,4,4,5,4,4,4,4,4,4,5,4,5,Satisfied,464,M,53,Premium Economy,2,1,1,5,3,4,3,41,31,Neutral
465,Female,30,Returning,Business,Business,396,0,0.0,1,1,4,4,1,4,5,3,5,5,5,1,5,4,Satisfied,465,M,63,Business,3,3,1,1,5,3,5,75,83,Neutral
466,Female,48,Returning,Business,Business,102,0,0.0,3,3,5,4,3,4,4,5,3,5,4,3,4,4,Satisfied,466,M,79,Business,4,5,1,4,4,5,1,45,22,Neutral
467,Female,47,Returning,Business,Business,3730,0,0.0,5,5,5,4,5,4,5,4,5,4,4,5,4,4,Satisfied,467,F,71,Business,3,3,1,3,1,4,4,89,89,Neutral
468,Female,51,Returning,Business,Business,1568,0,0.0,5,5,5,5,5,4,4,4,5,3,4,5,4,5,Satisfied,468,M,58,Business,5,2,1,2,2,1,5,3,85,Satisfied
469,Male,48,Returning,Business,Business,3617,0,15.0,5,0,5,5,4,3,5,3,4,2,3,0,3,3,Satisfied,469,M,54,Premium Economy,1,1,2,2,5,3,1,17,39,Unsatisfied
470,Male,43,Returning,Business,Business,1634,0,0.0,2,3,4,5,3,5,4,5,4,5,5,3,5,4,Satisfied,470,F,50,Business,1,4,2,3,4,3,2,76,41,Satisfied
471,Female,56,Returning,Business,Business,89,0,0.0,1,1,4,5,1,4,5,4,4,4,4,1,4,4,Satisfied,471,F,65,First Class,2,2,2,3,3,4,5,82,29,Unsatisfied
472,Male,40,First-time,Business,Business,113,22,20.0,1,1,4,1,4,5,3,3,3,3,4,1,3,5,Neutral or Dissatisfied,472,F,58,First Class,3,1,3,2,2,5,3,42,111,Satisfied
473,Male,57,Returning,Business,Business,1760,0,0.0,4,0,5,5,4,2,5,2,5,3,2,0,2,2,Satisfied,473,M,69,Premium Economy,2,5,5,2,1,2,2,38,3,Satisfied
474,Female,39,Returning,Business,Business,1681,0,0.0,4,4,4,4,4,5,5,5,5,5,5,4,5,5,Satisfied,474,F,48,Premium Economy,4,1,2,5,4,3,5,72,27,Satisfied
475,Female,59,Returning,Business,Business,3517,0,0.0,1,1,3,5,1,5,5,5,4,5,5,1,5,5,Satisfied,475,M,32,First Class,4,4,2,5,2,5,2,58,65,Neutral
476,Female,62,Returning,Business,Business,3490,22,19.0,3,3,5,4,3,4,5,4,3,2,4,3,4,5,Satisfied,476,F,26,Premium Economy,3,3,3,4,3,4,5,75,100,Neutral
477,Male,57,Returning,Business,Business,1595,63,73.0,3,3,4,5,3,5,5,5,5,3,5,3,5,5,Satisfied,477,F,35,Business,5,5,1,1,1,2,1,32,11,Neutral
478,Female,43,Returning,Business,Business,89,0,0.0,4,1,4,5,4,4,4,4,5,3,4,4,4,5,Satisfied,478,M,25,First Class,3,2,3,3,4,1,1,38,84,Satisfied
479,Male,28,First-time,Business,Business,309,0,11.0,4,4,3,4,1,5,1,3,1,1,5,4,1,4,Neutral or Dissatisfied,479,M,43,Business,5,4,2,2,4,5,5,75,99,Satisfied
480,Female,37,First-time,Business,Business,164,0,0.0,4,4,3,4,4,4,1,5,1,1,4,4,1,5,Satisfied,480,F,46,Business,2,2,1,3,5,5,5,86,86,Satisfied
481,Male,55,Returning,Business,Business,134,0,0.0,1,1,4,5,1,4,5,4,4,4,4,1,4,4,Satisfied,481,M,42,Business,2,4,4,5,5,4,4,102,64,Neutral
482,Female,30,Returning,Business,Business,482,0,0.0,1,1,4,5,1,3,5,3,5,5,5,1,5,4,Satisfied,482,F,42,Economy,2,1,3,5,4,5,4,34,37,Unsatisfied
483,Female,34,Returning,Business,Business,2553,0,0.0,5,5,4,5,5,5,5,5,3,3,5,5,5,4,Satisfied,483,F,79,First Class,5,2,3,4,5,1,1,77,108,Unsatisfied
484,Male,45,Returning,Business,Business,1528,5,1.0,0,0,3,4,3,3,4,3,5,2,3,0,3,3,Satisfied,484,F,46,Premium Economy,2,2,2,3,4,3,4,8,43,Satisfied
485,Male,39,Returning,Business,Business,2540,14,11.0,4,0,4,4,5,4,5,4,4,5,4,0,4,4,Satisfied,485,F,27,Business,1,1,1,1,5,2,5,51,106,Neutral
486,Male,48,Returning,Business,Business,354,15,23.0,1,1,3,4,1,4,5,4,5,3,4,1,4,4,Satisfied,486,F,44,Economy,3,4,2,1,3,4,3,93,3,Unsatisfied
487,Male,23,First-time,Business,Business,158,0,0.0,5,0,3,0,2,4,2,4,2,2,4,0,2,4,Satisfied,487,M,64,First Class,1,1,2,1,2,1,5,25,113,Satisfied
488,Male,48,Returning,Business,Business,89,19,16.0,4,4,4,4,4,4,5,4,5,4,4,4,4,4,Satisfied,488,F,71,First Class,1,5,2,1,2,5,2,108,119,Satisfied
489,Male,20,First-time,Business,Economy,164,0,1.0,0,2,4,2,3,3,2,4,2,2,5,2,2,4,Neutral or Dissatisfied,489,M,54,Economy,3,4,2,1,3,4,4,80,20,Unsatisfied
490,Female,51,Returning,Business,Business,2752,0,2.0,1,1,3,5,1,4,4,4,4,4,4,1,4,4,Satisfied,490,M,63,Business,1,2,1,5,2,5,4,26,90,Satisfied
491,Female,57,Returning,Business,Business,229,0,0.0,3,3,4,4,3,5,5,5,3,2,5,3,5,5,Satisfied,491,M,75,Business,3,2,1,2,2,1,2,89,48,Unsatisfied
492,Male,57,Returning,Business,Business,2884,3,21.0,1,1,3,5,1,4,4,4,4,3,4,1,4,4,Satisfied,492,F,64,First Class,2,4,4,2,3,3,3,2,27,Satisfied
493,Male,59,Returning,Business,Business,134,0,0.0,4,0,4,4,3,3,5,3,4,2,3,0,3,3,Satisfied,493,M,28,Business,1,3,1,1,4,5,3,111,20,Satisfied
494,Female,32,First-time,Business,Business,309,0,0.0,3,3,5,3,1,5,4,5,4,4,4,3,4,5,Neutral or Dissatisfied,494,M,64,Business,5,4,5,3,4,4,3,49,41,Unsatisfied
495,Female,59,Returning,Business,Business,3621,0,4.0,4,4,4,4,4,4,4,4,3,5,4,4,4,4,Satisfied,495,M,54,Premium Economy,2,5,3,3,4,2,5,65,27,Neutral
496,Female,34,Returning,Business,Business,3008,0,0.0,5,5,5,5,5,5,5,5,5,3,5,5,5,5,Satisfied,496,F,80,Premium Economy,3,1,2,2,1,2,2,47,71,Unsatisfied
497,Female,41,Returning,Business,Business,164,9,0.0,1,1,5,5,1,4,5,4,3,2,4,1,4,5,Satisfied,497,F,60,Economy,2,2,4,1,5,3,5,69,25,Unsatisfied
498,Female,49,Returning,Business,Business,3603,0,0.0,5,5,3,5,5,4,5,4,3,3,4,5,4,5,Satisfied,498,M,74,Business,4,2,5,5,3,5,1,24,16,Unsatisfied
499,Female,57,Returning,Business,Business,2541,0,0.0,2,4,3,4,2,5,5,5,3,3,5,2,5,5,Satisfied,499,M,61,Business,1,3,4,5,4,1,5,5,23,Unsatisfied
500,Male,48,Returning,Business,Business,2469,0,0.0,2,2,5,5,2,4,4,4,5,4,4,2,4,4,Satisfied,500,F,50,Economy,2,2,5,2,2,4,2,71,69,Satisfied
501,Female,38,Returning,Business,Business,354,16,3.0,1,1,4,5,1,4,4,4,4,2,4,1,4,4,Satisfied,501,F,52,Premium Economy,3,4,5,2,3,4,2,20,71,Unsatisfied
502,Male,41,Returning,Business,Business,1549,37,32.0,4,1,4,4,1,1,4,1,3,4,1,0,1,1,Satisfied,502,F,22,First Class,5,2,2,2,1,3,3,42,88,Unsatisfied
503,Male,38,Returning,Business,Business,3598,0,4.0,5,4,4,4,4,5,4,5,3,5,5,4,5,4,Satisfied,503,F,21,Economy,2,4,4,4,3,2,3,117,20,Neutral
504,Male,39,Returning,Business,Business,2068,0,0.0,1,1,4,4,1,4,4,4,3,4,4,1,4,4,Satisfied,504,F,71,Business,1,3,1,1,2,5,3,99,118,Satisfied
505,Male,52,Returning,Business,Business,164,20,9.0,4,0,4,5,4,2,5,2,5,2,2,0,2,2,Satisfied,505,M,37,Economy,2,4,5,4,4,3,2,99,1,Satisfied
506,Male,50,Returning,Business,Business,3003,0,0.0,0,0,3,5,2,3,5,3,4,5,3,0,3,3,Satisfied,506,M,22,Premium Economy,5,1,3,4,2,4,2,8,68,Unsatisfied
507,Female,36,Returning,Business,Business,1709,0,0.0,2,2,5,4,2,5,4,5,3,5,5,2,5,5,Satisfied,507,F,18,Economy,3,5,2,1,3,4,1,38,109,Satisfied
508,Female,38,Returning,Business,Business,3690,0,0.0,4,4,3,4,4,4,4,4,3,4,4,4,4,5,Satisfied,508,F,53,Economy,2,4,3,3,5,1,2,57,11,Satisfied
509,Female,57,Returning,Business,Business,2241,0,0.0,1,1,3,4,1,4,5,5,3,4,4,1,4,4,Satisfied,509,F,60,Economy,1,4,2,4,1,3,2,68,23,Satisfied
510,Female,52,Returning,Business,Business,354,0,0.0,1,1,3,5,1,4,4,4,3,2,4,1,4,4,Satisfied,510,M,56,Premium Economy,4,2,2,5,3,1,5,0,22,Satisfied
511,Female,40,Returning,Business,Business,134,0,0.0,3,3,3,5,3,5,4,5,3,3,5,3,5,4,Satisfied,511,M,63,Premium Economy,5,2,4,4,2,1,4,2,38,Unsatisfied
512,Male,36,First-time,Business,Business,247,15,32.0,2,2,4,2,2,3,4,4,4,4,4,2,4,5,Neutral or Dissatisfied,512,F,27,Premium Economy,1,2,5,5,2,4,3,55,57,Neutral
513,Male,56,Returning,Business,Business,140,0,0.0,3,3,3,5,3,4,5,4,3,4,4,3,4,4,Satisfied,513,M,67,Premium Economy,2,2,1,1,5,3,1,70,65,Satisfied
514,Male,41,Returning,Business,Business,134,0,0.0,5,5,4,4,5,3,4,4,4,2,3,5,3,5,Satisfied,514,F,22,Premium Economy,4,1,2,1,2,3,2,65,40,Satisfied
515,Male,21,First-time,Business,Business,89,0,0.0,0,5,5,5,1,4,3,4,3,3,4,4,3,5,Satisfied,515,M,45,Economy,4,1,4,3,1,3,1,91,48,Satisfied
516,Male,57,Returning,Business,Business,247,0,0.0,5,5,3,5,5,3,5,4,4,4,3,5,3,3,Satisfied,516,F,59,Premium Economy,4,3,1,3,3,5,5,64,77,Neutral
517,Male,50,Returning,Business,Business,1935,0,0.0,0,0,3,5,4,4,4,4,5,5,4,0,4,4,Satisfied,517,F,20,Business,5,1,4,1,2,3,4,88,52,Unsatisfied
518,Female,15,First-time,Business,Economy,247,0,0.0,0,2,5,2,3,5,4,5,4,4,5,2,4,5,Neutral or Dissatisfied,518,M,71,Premium Economy,5,1,2,4,1,5,3,103,23,Neutral
519,Female,34,Returning,Business,Business,396,0,0.0,2,2,3,5,2,5,4,5,4,5,5,2,5,5,Satisfied,519,F,70,Economy,4,1,3,4,4,2,4,7,18,Satisfied
520,Female,50,Returning,Business,Business,2938,0,4.0,1,1,4,4,1,5,5,4,4,5,5,1,5,5,Satisfied,520,F,34,Economy,4,2,1,1,5,5,1,70,88,Unsatisfied
521,Female,59,First-time,Business,Business,158,0,0.0,2,2,3,2,1,5,1,3,1,1,4,2,1,5,Neutral or Dissatisfied,521,M,40,Premium Economy,2,5,4,2,3,5,4,109,86,Unsatisfied
522,Female,39,Returning,Business,Business,158,0,18.0,1,1,4,4,1,4,5,4,5,4,4,1,4,5,Satisfied,522,F,63,Premium Economy,3,1,4,4,3,5,1,88,102,Unsatisfied
523,Female,48,Returning,Business,Business,3418,0,1.0,3,3,5,4,3,3,5,4,3,4,3,3,3,4,Satisfied,523,M,80,Business,4,3,1,4,1,5,4,98,60,Unsatisfied
524,Female,50,Returning,Business,Business,3425,3,0.0,4,5,3,5,4,5,4,5,4,3,5,4,5,5,Satisfied,524,F,23,Premium Economy,3,1,2,1,2,2,3,49,29,Neutral
525,Female,30,Returning,Business,Business,134,61,58.0,2,2,5,4,2,5,5,4,4,4,4,2,4,5,Satisfied,525,F,36,Premium Economy,5,4,3,1,4,4,5,41,97,Satisfied
526,Female,55,Returning,Business,Business,1827,0,0.0,5,5,3,4,5,4,5,4,5,5,4,5,4,4,Satisfied,526,F,37,Economy,5,1,3,3,2,4,1,89,9,Neutral
527,Male,38,First-time,Business,Business,134,6,1.0,4,4,3,4,1,3,2,2,2,2,5,4,2,4,Neutral or Dissatisfied,527,F,30,Economy,4,3,5,3,5,5,1,118,45,Satisfied
528,Female,49,Returning,Business,Business,134,0,0.0,3,3,3,4,3,5,5,5,4,4,5,3,5,4,Satisfied,528,M,49,Economy,2,1,3,3,3,1,2,91,49,Unsatisfied
529,Male,54,Returning,Business,Business,2526,0,0.0,5,5,4,5,5,4,4,4,4,4,4,5,4,4,Satisfied,529,M,27,First Class,3,1,4,2,5,3,1,14,109,Unsatisfied
530,Female,54,Returning,Business,Business,1665,0,0.0,0,0,4,5,4,1,5,1,4,3,1,0,1,1,Satisfied,530,M,67,Economy,5,5,4,3,1,5,3,50,101,Neutral
531,Male,52,Returning,Business,Business,2055,7,9.0,0,0,3,5,3,2,4,2,5,2,2,0,2,2,Satisfied,531,M,55,Premium Economy,2,2,3,2,2,4,3,16,107,Unsatisfied
532,Male,51,Returning,Business,Business,3462,0,0.0,4,4,5,5,4,4,4,4,5,4,4,4,4,4,Satisfied,532,M,57,Business,1,3,5,2,5,2,3,106,47,Unsatisfied
533,Female,38,First-time,Business,Business,309,0,0.0,3,3,5,3,4,3,1,5,5,5,4,3,5,4,Neutral or Dissatisfied,533,M,61,Economy,5,2,5,1,4,2,2,96,86,Satisfied
534,Male,32,First-time,Business,Business,309,0,0.0,3,3,3,3,2,5,4,4,4,4,5,3,4,5,Neutral or Dissatisfied,534,F,40,Business,1,4,2,1,5,4,2,39,75,Unsatisfied
535,Female,42,Returning,Business,Business,1956,31,22.0,0,0,3,4,4,1,4,1,4,3,1,0,1,1,Satisfied,535,M,66,First Class,3,2,5,1,4,1,2,1,23,Satisfied
536,Female,51,Returning,Business,Business,134,0,0.0,5,5,5,4,5,5,5,5,3,4,5,5,5,4,Satisfied,536,F,73,Premium Economy,4,1,1,1,4,1,1,59,74,Satisfied
537,Male,23,First-time,Business,Economy,134,0,0.0,4,4,5,4,4,5,4,3,4,4,4,4,4,4,Satisfied,537,M,24,Premium Economy,3,3,4,4,4,3,5,25,53,Satisfied
538,Female,39,Returning,Business,Business,3983,0,0.0,4,4,4,4,4,5,5,5,3,2,5,4,5,5,Satisfied,538,F,33,Business,4,1,4,1,2,1,3,119,116,Neutral
539,Female,46,Returning,Business,Business,3437,58,53.0,5,5,5,4,5,5,4,5,3,5,5,5,5,5,Satisfied,539,M,52,Economy,1,1,2,3,2,4,1,26,112,Satisfied
540,Male,57,Returning,Business,Business,2298,9,10.0,5,5,3,4,5,5,5,5,5,5,5,5,5,5,Satisfied,540,F,21,First Class,3,1,1,1,3,3,5,11,55,Satisfied
541,Male,54,Returning,Business,Business,2494,1,0.0,0,0,4,4,5,5,4,5,5,4,5,0,5,5,Satisfied,541,F,31,Premium Economy,4,1,5,2,4,3,2,46,61,Unsatisfied
542,Male,34,First-time,Business,Business,312,0,0.0,2,2,4,2,3,5,2,3,2,2,4,2,2,4,Neutral or Dissatisfied,542,M,45,Premium Economy,2,3,4,5,5,5,1,28,111,Satisfied
543,Male,53,Returning,Business,Business,3460,0,0.0,1,1,5,4,1,4,4,4,3,4,4,1,4,4,Satisfied,543,F,21,Economy,1,1,4,3,2,3,5,60,10,Neutral
544,Male,30,Returning,Business,Business,3904,0,0.0,5,5,5,3,5,3,3,4,3,3,4,5,3,5,Satisfied,544,F,62,Business,2,1,3,5,2,3,3,65,66,Unsatisfied
545,Male,39,Returning,Business,Business,3498,0,0.0,5,0,5,4,4,3,4,3,4,3,3,0,3,3,Satisfied,545,M,44,First Class,1,5,1,4,5,4,3,62,57,Satisfied
546,Female,59,First-time,Business,Business,134,13,14.0,4,4,4,4,1,5,3,2,3,3,4,4,3,4,Neutral or Dissatisfied,546,M,27,Economy,5,1,5,2,2,1,2,32,12,Unsatisfied
547,Male,50,Returning,Business,Business,309,0,10.0,5,5,5,5,5,4,5,4,4,3,4,5,4,4,Satisfied,547,F,33,Business,5,4,2,3,4,4,3,63,111,Satisfied
548,Female,55,First-time,Business,Business,134,0,0.0,3,3,5,3,5,4,4,5,3,3,4,3,3,4,Neutral or Dissatisfied,548,F,23,Economy,3,3,5,3,4,5,3,60,96,Neutral
549,Male,32,Returning,Business,Business,113,0,0.0,4,4,4,4,4,5,5,3,4,4,4,4,4,5,Satisfied,549,M,79,Business,2,1,3,2,1,5,4,47,119,Unsatisfied
550,Female,40,Returning,Business,Business,164,38,33.0,5,0,5,4,2,5,4,4,3,4,5,0,5,4,Satisfied,550,M,37,First Class,5,4,5,4,3,2,2,86,88,Satisfied
551,Female,44,Returning,Business,Business,3447,0,0.0,5,0,3,5,1,3,5,3,5,3,3,0,3,3,Satisfied,551,F,19,First Class,3,2,2,4,1,1,2,81,109,Unsatisfied
552,Female,60,Returning,Business,Business,89,0,0.0,4,4,4,4,4,4,4,4,5,2,4,4,4,4,Satisfied,552,M,64,First Class,1,5,2,2,5,4,3,45,94,Satisfied
553,Female,57,Returning,Business,Business,134,0,0.0,5,5,3,5,5,4,5,4,4,5,4,5,4,4,Satisfied,553,M,76,First Class,5,5,2,5,4,5,5,67,14,Satisfied
554,Female,39,Returning,Business,Business,3514,0,10.0,2,2,3,4,2,4,4,4,4,5,4,2,4,5,Satisfied,554,F,69,Business,2,5,5,1,4,1,4,59,113,Neutral
